workflow,run_id,run_url,conclusion,created_at,sha,job_name,failed_steps,error_snippet
Security Scanning & Compliance,18079352101,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18079352101,failure,2025-09-28T20:22:37Z,55241af33b4cd719949ba510d3bcc63aa7179179,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,18079352101,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18079352101,failure,2025-09-28T20:22:37Z,55241af33b4cd719949ba510d3bcc63aa7179179,Build Application,Setup Node.js;,
Security Scanning & Compliance,18079332233,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18079332233,failure,2025-09-28T20:20:47Z,87f105514ab84db580021103af9b98080133b2e3,SAST Analysis,Setup Node.js;,
Security Scanning & Compliance,18079332233,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18079332233,failure,2025-09-28T20:20:47Z,87f105514ab84db580021103af9b98080133b2e3,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,18079332233,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18079332233,failure,2025-09-28T20:20:47Z,87f105514ab84db580021103af9b98080133b2e3,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,18079332233,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18079332233,failure,2025-09-28T20:20:47Z,87f105514ab84db580021103af9b98080133b2e3,Build Application,Setup Node.js;,
Security Scanning & Compliance,18033502952,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18033502952,failure,2025-09-26T09:16:54Z,d0437047c81d74b5ff5d8129c7dc6b6bb30a61c8,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,18033502952,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18033502952,failure,2025-09-26T09:16:54Z,d0437047c81d74b5ff5d8129c7dc6b6bb30a61c8,SAST Analysis,Setup Node.js;,
Security Scanning & Compliance,18033502952,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18033502952,failure,2025-09-26T09:16:54Z,d0437047c81d74b5ff5d8129c7dc6b6bb30a61c8,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,18033502952,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18033502952,failure,2025-09-26T09:16:54Z,d0437047c81d74b5ff5d8129c7dc6b6bb30a61c8,Build Application,Setup Node.js;,
Security Scanning & Compliance,18004827517,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18004827517,failure,2025-09-25T10:37:13Z,8ee3cbf87877e1dcd287c634298d238070b85035,SAST Analysis,Setup Node.js;,
Security Scanning & Compliance,18004827517,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18004827517,failure,2025-09-25T10:37:13Z,8ee3cbf87877e1dcd287c634298d238070b85035,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,18004827517,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18004827517,failure,2025-09-25T10:37:13Z,8ee3cbf87877e1dcd287c634298d238070b85035,Build Application,Setup Node.js;,
Security Scanning & Compliance,18004827517,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18004827517,failure,2025-09-25T10:37:13Z,8ee3cbf87877e1dcd287c634298d238070b85035,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,18003826463,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003826463,failure,2025-09-25T09:57:16Z,3d7c8528c876a6e53ce1a0979e70188804f3630b,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,18003826463,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003826463,failure,2025-09-25T09:57:16Z,3d7c8528c876a6e53ce1a0979e70188804f3630b,SAST Analysis,Setup Node.js;,
Security Scanning & Compliance,18003826463,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003826463,failure,2025-09-25T09:57:16Z,3d7c8528c876a6e53ce1a0979e70188804f3630b,Build Application,Setup Node.js;,
Security Scanning & Compliance,18003826463,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003826463,failure,2025-09-25T09:57:16Z,3d7c8528c876a6e53ce1a0979e70188804f3630b,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,18003287851,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003287851,failure,2025-09-25T09:34:36Z,fe164dfcfca7629fabad8226188af70bd7958010,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,18003287851,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003287851,failure,2025-09-25T09:34:36Z,fe164dfcfca7629fabad8226188af70bd7958010,SAST Analysis,Setup Node.js;,
Security Scanning & Compliance,18003287851,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003287851,failure,2025-09-25T09:34:36Z,fe164dfcfca7629fabad8226188af70bd7958010,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,18003287851,https://github.com/AbdullahHassan176/Global-ish/actions/runs/18003287851,failure,2025-09-25T09:34:36Z,fe164dfcfca7629fabad8226188af70bd7958010,Build Application,Setup Node.js;,
Security Scanning & Compliance,17973346024,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17973346024,failure,2025-09-24T10:06:05Z,b0455614cb2ed41008b5c94105918a72609ccc58,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,17973346024,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17973346024,failure,2025-09-24T10:06:05Z,b0455614cb2ed41008b5c94105918a72609ccc58,SAST Analysis,Setup Node.js;,
Security Scanning & Compliance,17973346024,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17973346024,failure,2025-09-24T10:06:05Z,b0455614cb2ed41008b5c94105918a72609ccc58,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,17973346024,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17973346024,failure,2025-09-24T10:06:05Z,b0455614cb2ed41008b5c94105918a72609ccc58,Build Application,Setup Node.js;,
Security Scanning & Compliance,17958026562,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17958026562,failure,2025-09-23T20:19:00Z,a456d80b844beba8442d85c4a6222f3cae47b8b7,SAST Analysis,Setup Node.js;,
Security Scanning & Compliance,17958026562,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17958026562,failure,2025-09-23T20:19:00Z,a456d80b844beba8442d85c4a6222f3cae47b8b7,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,17958026562,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17958026562,failure,2025-09-23T20:19:00Z,a456d80b844beba8442d85c4a6222f3cae47b8b7,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,17958026562,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17958026562,failure,2025-09-23T20:19:00Z,a456d80b844beba8442d85c4a6222f3cae47b8b7,Build Application,Setup Node.js;,
Security Scanning & Compliance,17929661933,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17929661933,failure,2025-09-22T22:01:15Z,ef87b000d34f20bfae68316f4197396d7cf72d63,Dependency Vulnerability Scan,Setup Node.js;,
Security Scanning & Compliance,17929661933,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17929661933,failure,2025-09-22T22:01:15Z,ef87b000d34f20bfae68316f4197396d7cf72d63,Security Policy Compliance,Set up job;,
Security Scanning & Compliance,17929661933,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17929661933,failure,2025-09-22T22:01:15Z,ef87b000d34f20bfae68316f4197396d7cf72d63,Build Application,Setup Node.js;,
Security Scanning & Compliance,17929661933,https://github.com/AbdullahHassan176/Global-ish/actions/runs/17929661933,failure,2025-09-22T22:01:15Z,ef87b000d34f20bfae68316f4197396d7cf72d63,SAST Analysis,Setup Node.js;,
